benefit,category,company address,company district,company id,company name,company province,description,level,name,requirement,salary,type,contact email,contact name,contact phone,work place
"•	Môi trường làm việc chuyên nghiệp, giàu văn hóa và tận tâm.
•	Thu nhập cao, xứng đáng với năng lực, lộ trình thăng tiến cụ thể.
•	Được phát triển về nhân cách và đào tạo về năng lực chuyên môn. Đây là một thế mạnh đặc biệt của Saxa.
•	Được khuyến khích đi chơi nhiều. Chính sách nghỉ phép của Saxa là 24 ngày/năm.
",Kinh doanh,,,59367ca4549e2c4794000005,Saxa,,"•	Tìm kiếm, tiếp xúc, thương thuyết và chốt hợp đồng với các khách hàng doanh nghiệp.
•	Chăm sóc và phát triển quan hệ chuyên sâu với các khách hàng VIP của công ty.
•	Kết hợp với các đồng đội để phân tích thị trường và lên chiến lược phù hợp với từng mảng khách hàng khác nhau.
•	Cùng với các đồng đội của mình triển khai tới cùng để đạt target doanh thu đã thống nhất.
",Nhân viên,Nhân viên chăm sóc khách hàng,"•	Am hiểu về trị trường kinh doanh B2B trong nước.
•	Biết cách thiết lập các cuộc hẹn khó mà không cần quyền trợ giúp.
•	Nhẫn nại không ai bằng.
•	Thuyết trình giỏi. Kể chuyện hay.
•	Thích tương tác và chinh phục con người.
•	Tinh tế và giỏi take care người khác.
",10 - 15 triệu đồng,Toàn thời gian,tuyendung@saxagifts.com,Ms.Nga,906605405,"[""Hồ Chí Minh""]"
"- Có mức thu nhập ổn định từ 6 triệu đồng/tháng tại TOP 3 Công ty Viễn thông lớn nhất Việt Nam
- Hưởng đầy đủ các chế độ BH theo pháp luật
- Được đào tạo chuyên sâu phát triển các về kĩ năng, nghiệp vụ công việc. Luôn có sự hỗ trợ, giúp đỡ trong quá trình thực hiện công việc.
- Chế độ khen thưởng và đãi ngộ hấp dẫn: thưởng thành tích, thưởng tháng lương 13 …",Điện/Điện tử/Điện lạnh,,,59378413549e2c62fa00000c,Công Ty Cổ Phân Viễn Thông FPT ,,"- Ứng viên trúng tuyển được lựa chọn 1 trong 2 vị trí sau:
- KTV TRIỂN KHAI HẠ TẦNG
+ Lắp đặt hệ thống đài trạm, cáp hạ tầng viễn thông
+ Quản lý, vận hành, bão dưỡng hạ tầng
- KTV BẢO TRÌ HẠ TẦNG VIỄN THÔNG
​+ Bảo trì, xử lý các sự cố liên quan đến nhà trạm
+ Xử lý sự cố ngoại vi liên quan đến cáp viễn thông

 ",Mới tốt nghiệp,"[FPT Telecom] KTV Fresher - Tốt Nghiệp Trung Cấp, Cao Đẳng - Lương Như Đại Học","- Nam. Tuổi từ 20-30, Có sức khỏe tốt
- ƯU TIÊN SINH VIÊN VỪA RA TRƯỜNG
- Tốt nghiệp Trung cấp, Cao đẳng trở lên khối Điện tử viễn thông hoặc các ngành Kỹ thuật có liên quan
- Có kiến thức về mạng máy tính và Internet
- Có kinh nghiệm đo kiểm và hàn nối là 1 lợi thế
- Trung thực, Chăm chỉ, Nhanh nhẹn, chịu được áp lực công việc và có phương tiện đi lại",6000000-8000000,Toàn thời gian,vieclam@fpt.com.vn,Ms. Thư,1645655250,"[""Hà Nội""]"
chế độ đầy đủ theo quy định.,Khác,,,59250cbb549e2c534e00000d,CÔNG TY THƯƠNG MẠI VẬN TẢI HL,,"Công việc	Cần tuyển 06 nhân viên nhặt bóng tại các sân tennis và 6 nhân viên bán vé xem phim trong nội thành Hà Nội.
Phân về các quận ( Thanh Xuân, Đống Đa, Cầu Giấy, Hai Bà Trưng, Long Biên, Gia Lâm....)
Được chọn địa điểm làm việc
Yêu cầu : 18-40 tuổi nhanh nhẹn ,trung thực ,sức khỏe tốt.

Thời gian làm :2h/ca - 3h/ca,  lương 180k /cả  - 200k/cả +20n hỗ trợ ( được chọn ca phù hợp), lương trả sau ca làm. Ưu tiên sinh viên làm thêm,được phân về khu vực đang ở để làm. Lưu ý: Các bạn trúng tuyển sẽ được kí kết hợp đồng và có lịch đi làm ngay. (các bạn có nhu cầu ứng tuyển liên hệ trước khi đến để nhận được lịch hẹn phỏng vấn).LH: Chị Hà:0969437805
Hồ sơ	- Đến mang theo CMt hoặc thẻ sinh viên(nếu là sinh viên)",Nhân viên,Cần gấp nam nữ bán vé xem phim và nhặt bóng tennis làm theo ca đi làm ngay,"nhanh nhẹn,cẩn thận,sức khỏe tốt,có ý thức trách nhiệm cao trong công việc.",200000,Bán thời gian,vuhanglong20@gmail.com,Chị hà anh,969437805,"[""Hà Nội""]"
chế độ đầy đủ theo quy định,Vận chuyển/Giao nhận,,,59250cbb549e2c534e00000d,CÔNG TY THƯƠNG MẠI VẬN TẢI HL,,"Cần tuyển gấp 5 nhân viên nam lái xe và phụ xe theo xe ô tô trực tiếp của công ty.
yêu cầu:sức khoẻ tốt,nhanh nhẹn,tuổi từ 18 đến 40,bằng b2 trở lên(đối với lái xe)
công việc:đi giao chở hàng hoá ký gửi theo địa chỉ yêu cầu của khách hàng quanh khu vực hà nội hoặc từ sân bay về kho bãi của đơn vị (đi về trong ngày)
Lương:7tr+phụ cấp(làm hành chính)
nghỉ chiều thứ 7 và chủ nhật,không yêu cầu đặt cọc thế chấp
có chỗ ở miễn phí cho lao động ở xa
bhyt,bhxh đầy đủ theo quy định
đang cần gấp đi làm ngay
liên hệ;vũ hà 0969437805(để hẹn lịch)",Nhân viên,Nhân viên lái xe và giao hàng theo xe ô tô làm hành chính,chấp nhận bằng mới được bổ túc tay lái đối với lái  mới và bằng mới lấy.,7000000,Toàn thời gian,vuhanglong20@gmail.com,Chị hà anh,969437805,"[""Hà Nội""]"
chế độ đầy đủ theo quy định,Khác,,,59250cbb549e2c534e00000d,CÔNG TY THƯƠNG MẠI VẬN TẢI HL,,"Mô tả công việc:Cần tuyển gấp nhân viên bán hàng xăng dầu trực tiếp tại cây xăng của công ty .
Yêu cầu:sức khỏe tốt,nhanh nhẹn,cẩn thận,tuổi từ 18 đến 40
Thời gian làm hành chính hoặc làm theo ca gẫy(tự chia ca)
Không yêu cầu đặt cọc hay thế chấp
Công việc:đứng bơm xăng trực tiếp tại cây xăng của công ty .
LKĐ:6tr+phụ cấp 1 triệu + Bảo hiểm
Nghỉ 05 ngày/tháng
Chưa có kinh nghiệm được hướng dẫn công việc
Có chỗ ăn,ở cho nhân viên ngoại tỉnh
Đi làm ngay
LH:CHỊ HÀ:0969437805",Nhân viên,Tuyển gấp 5 nam nữ bán xăng dầu trực tiếp của công ty,"Sức khỏe tốt,nhanh nhẹn,có ý thức trách nhiệm cao.",7000000,Toàn thời gian,vuhanglong20@gmail.com,Chị hà anh,969437805,"[""Hà Nội""]"
"•	Được hưởng mức lương cạnh tranh theo thỏa thuận
       ( Thỏa thuận theo số giờ làm hàng tháng )
•	Thưởng các ngày lễ tết
•	Làm việc trong môi trường lành mạnh
",Khác,,,593220e8549e2c6f81000003,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUỐC TẾ PERFECT VIỆT,,"- Giúp việc nhà tại các gia đình: Dọn dẹp nhà, chăm bé, chăm ông bà,…
- Giúp việc theo giờ : theo nhiều khung giờ khác nhau và nhiều địa điểm khác nhau rất thuận tiện cho người đi làm.
- Chạy bàn: chạy bàn quán ăn, nhà hàng, quán nhậu, .....
- Bán hàng: bán hàng tạp hóa, bán hàng đồ điện, làm thợ mộc...
- Tạp vụ: Nhặt rau, rửa bát tại các nhà hàng
",Nhân viên,Tuyển giúp việc theo giờ tại Hà Nội,"Chăm chỉ, thật thà, cẩn thận",5000000,Bán thời gian,thanhmai158590@gmail.com,ha thanh mai,1689239537,"[""Hà Nội""]"
"- Attractive salary from 8- 14 million& Company trip
- Opportunity to prove your ability and develop yourself
Professional and international working environment
- Have bus for Staff
- Benefit & bonus suitable for company policy, vietnam law
",Xuất nhập khẩu,,,5937bfc1549e2c62fa000018,Công ty TNHH ELK VINA,Hà Nội,"""- Purchase on-demand from manufacturing and department
-  Source & Get quotation form supplier or local market
- Make PO sending to supplier after GD approved
- Follow plan delivery material form supplier
- Follow up status of asking from other dept.
- Making CONTRACT before proceed order
- Make request payment for supplier
- Find unit repair equipment and tools for production
- Make report and send to Leader the end of weekend
- Respondsiblity some order from customer Local""																	",Nhân viên,Purchasing Staff,"- Bachelor of Economics, Foreign Trade
- Logistic knowleage
- Strong negotiation skills, avoid and eliminate uncertainty
- Strong critical thinking skills, ability to think analytically and formulate reports
- Computer proficiency including MS Word, Excel, Outlook..
- Dedication, faith confidence and executing, focusing on accomplishing the set goals
- Ensure delivery time and quality of all purchase order
- Work on detail and checking order to make sure all purchase are delivered in a good conditions to assigned schedules
",8.000.000 - 14.000.000,Toàn thời gian,hong.ltb@elkvina.com,Ms Hong,913460705,"[""Hà Nội""]"
"- Attractive salary from 7 - 12million& Company trip
- Opportunity to prove your ability and develop yourself
Professional and international working environment
- Have bus for Staff
- Benefit & bonus suitable for company policy, vietnam law
",Công nghệ môi trường/Xử lý chất thải,,,5937bfc1549e2c62fa000018,Công ty TNHH ELK VINA,Hà Nội,"HSE: Health -Satety -Environment
- Support the HSE Manager and team with planning, coordinating and implementing of effective HSE policies, guidelines and procedures to ensure that the department objectives are
met.
- Provide support to Project and Operation team in all aspects of safety, occupational health, safety and environmental issues
- Attend pre-job, planning and client meetings as required on HSE related matters
- Assist with developing HSE plans that comply with Company policies and procedures as well as client requirements
- Ensure all worksites are HSE compliant with Company policies and safety standards.
- Support offshore HSE personnels in the development of work site HSE campaigns and good practices.
",Nhân viên,HSE Staff,"- Bachelor Degree in Science/Engineering or equivalent with additional professional qualifications in HSE and Fire & Safety Management Systems.
- Have Knowledge of HSE system
- Min 2 years relevant experience in HSE field
- Understand in the Viet Nam Law in HSE field such as Labor Law, Environmental Law,  Fire Protection Law...
- Good English communication
- Good MS Office skills particularly in Excel, Words and Power point.
",7.000.000 - 12.000.000,Toàn thời gian,hong.ltb@elkvina.com,Ms Hong,913460705,"[""Hà Nội""]"
"- Attractive salary from 7-10 million
-Incentive and bonus: Base on the work performance
-Good career path development
-The successful candidates will be worked in professional, dynamic, friendly environment.
-Have good opportunities for promotion prospects
-Transportation car from Hanoi to Thach That - Quoc Oai IP, Phung Xa Commune, Thach That Dist., Hanoi.
													",IT-Phần cứng/Mạng,,,5937bfc1549e2c62fa000018,Công ty TNHH ELK VINA,Hà Nội,"-Manage all computer hardware, software, operate system and application using in office. 
- Install and configure computer hardware operating systems and applications. 
- Monitor and maintain computer systems and network, replace parts as required. 
- Troubleshoot system and network problems and diagnose and solve hardware/software faults. 
- Manage and maintain all spare hardware/IT equipments. 
- Monitoring and checking internet / phone line or relating IT equipments. 
- Set up new users’ accounts and profiles and deal with password issues. 
- Manage working places and user accounts. 
- Manage and do safely checks on server room. 
- Provide support, including procedural documentation. 
-Develop and maintain the IT services
- Response to end user requests for assistance in a timely and professional manner, and in accordance with IT standard.

-Maintains inventory database of all IT equipment
-Recommends hardware and software in relation to purchasing
-Keeps all IT helpdesk documents updated.
-Manage and maintain system & network (server, Email, LAN, telecommunications infrastructure …)
- Make report as requested by the Management, Head Office and local authoritues
- Provide general IT supports to other staffs
- Other IT work assigned by Manager.
								",Nhân viên,IT Staff,"-University Graduate in Informatics Technology or related filed
- At least 2 years of experience as a Systems & Network Engineer, or Network Operations Field Engineer.
-Good knowledge in IT Stuffs: server, destops, notebooks, printers, scanners etc
-Good Knowledge in windows, office application, network, telecom,..
								",7.000.000 - 10.000.000,Toàn thời gian,hong.ltb@elkvina.com,Ms Hong,913460705,"[""Hà Nội""]"
"•	Môi trường làm việc chuyên nghiệp, giàu văn hóa và tận tâm.
•	Thu nhập cao, xứng đáng với năng lực, lộ trình thăng tiến cụ thể.
•	Được phát triển về nhân cách và đào tạo về năng lực chuyên môn. Đây là một thế mạnh đặc biệt của Saxa.
•	Được khuyến khích đi chơi nhiều. Chính sách nghỉ phép của Saxa là 24 ngày/năm.
",Kinh doanh,,,59367ca4549e2c4794000005,Saxa,,"•	Tìm kiếm, tiếp xúc, thương thuyết và chốt hợp đồng với các khách hàng doanh nghiệp.
•	Chăm sóc và phát triển quan hệ chuyên sâu với các khách hàng VIP của công ty.
•	Kết hợp với các đồng đội để phân tích thị trường và lên chiến lược phù hợp với từng mảng khách hàng khác nhau.
•	Cùng với các đồng đội của mình triển khai tới cùng để đạt target doanh thu đã thống nhất.
",Mới tốt nghiệp,Tuyển nhân viên phát triển khách hàng,"•	Am hiểu về trị trường kinh doanh B2B trong nước.
•	Biết cách thiết lập các cuộc hẹn khó mà không cần quyền trợ giúp.
•	Nhẫn nại không ai bằng.
•	Thuyết trình giỏi. Kể chuyện hay.
•	Thích tương tác và chinh phục con người.
•	Tinh tế và giỏi take care người khác.
",10 triệu đồng,Toàn thời gian,tuyendung@saxagifts.com,Ms.Nga,906605405,"[""Hồ Chí Minh""]"
"-	Bạn sẽ được trợ cấp 1.000.000 VND mỗi tháng và thưởng khi tham gia vào các dự án
-	Môi trường làm việc chuyên nghiệp: Nơi giúp bạn hiểu rõ hơn về định nghĩa “chuyên nghiệp”. Tất cả công việc đều được quy trình hóa, hệ thông hóa.
-	Được tham gia các khóa đào tạo kỹ năng của công ty và thực hành, áp dụng vào những dự án thực tiễn
-	Có cơ hội được học hỏi và nhận được sự chỉ dẫn từ các anh chị có nhiều kinh nghiệm và đam mê với ngành Marketing
-	Phát triển, mở rộng mạng lưới quan hệ công việc thông qua các sự kiện của đối tác, khách hàng, mối quan hệ với báo chí
-	Được xem xét lên nhân viên chính thức sau kỳ thực tập
",Marketing/PR,,,58c77919549e2c2fe7000009,Công ty Cổ Phần Giải Pháp Phần Mềm Hanel (HanelSoft),Hà Nội,"-	Được trực tiếp tham gia vào các dự án Marketing và các sự kiện Truyền thông thực tế.
-	Góp phần vào việc quảng bá, xây dựng Website và các tài khoản mạng xã hội của công ty tùy theo năng lực của bản thân như viết bài, dịch thuật, lên ý tưởng, tổ chức sự kiện, chụp ảnh, design, ….
",Mới tốt nghiệp,Thực tập Truyền thông - Marketing,"-	Giới tính: Nam, nữ hoặc giới tính thứ ba. Không quan trọng, hãy là chính bạn mà thôi
-	Kiến thức nền tảng về Marketing – PR (Bạn không có ư? Đừng lo, chúng tôi sẽ hỗ trợ bạn)
-	Khả năng giao tiếp: Nói năng trôi chảy, không ngọng là được
-	Đam mê, nhiệt huyết với ngành Truyền thông – Marketing
-	Thực tập full-time trong 2 – 3 tháng
",1.000.000VND,Thực tập,tuyendung@hanelsoft.vn,Mrs.Nhung,436753942,"[""Hà Nội""]"
"•	Trợ cấp đi lại và ăn trưa 1.000.000 VND/tháng.
•	Được trải nghiệm thực tế trong môi trường làm việc trẻ trung, năng động, sáng tạo, hoạt động văn hóa phong phú.
•	Thời gian thực tập 3 tháng. Sau quá trình thực tập,  thực tập sinh  sẽ được xem xét tiếp nhận vào vị trí chính thức nếu có kết quả thực tập tốt.
•	Cơ hội làm việc với khách hàng Quốc tế, các chuyên gia giàu kinh nghiệm.
•	Được tham gia các khóa đào tạo nâng cao chuyên môn, kỹ năng do công ty tổ chức.
•	Tham gia các hoạt động văn hóa, văn nghệ, thể dục thể thao.
",IT-Phần mềm,,,58c77919549e2c2fe7000009,Công ty Cổ Phần Giải Pháp Phần Mềm Hanel (HanelSoft),Hà Nội,"-	Phát triển các ứng dụng trên nền tảng .Net/Java/PHP/Android/iOS/Python.
-	 Thực hiện các công việc trong quy trình phát triển phần mềm như thiết kế hệ thống, lập trình..
-	 Cộng tác với các thành viên khác trong nhóm.
-	 Nghiên cứu và sử dụng công nghệ mới.
-	 Thực hiện các công việc do trưởng bộ phận phân công.
",Thực tập sinh,Thực tập Lập trình viên,"-	Đã tốt nghiệp hoặc là sinh viên năm cuối các trường Đại học, Cao đẳng chuyên nghành CNTT, điện tử viễn thông hoặc tương đương.
-	Có kiến thức và tư duy tốt, sáng tạo và đam mê công nghệ.
-	Có định hướng và mong muốn tham gia phát triển các sản phẩm công nghệ cao và dài hạn, có tính ứng dụng thực tiễn cao.
-	Kiên trì, ham học hỏi, có khả năng nghiên cứu công nghệ mới
-	Có thể thực tập fulltime từ 2 – 3 tháng.
",1.000.000VND,Toàn thời gian,tuyendung@hanelsoft.vn,Mrs.Nhung,436753942,"[""Hà Nội""]"
"•	Mức lương tương xứng với năng lực và đóng góp
•	Hưởng phụ cấp (đi lại, ăn trưa) hàng tháng và thưởng theo quy định của công ty
•	Xét duyệt thăng cấp và lương, thưởng.
•	Môi trường làm việc trẻ trung, năng động, hoạt động văn hóa phong phú, điều kiện làm việc hiện đại, văn minh.
•	Được tham gia các khóa Đào tạo nâng cao chuyên môn và kỹ năng do Công ty tổ chức;
•	Cơ hội để phát triển nghề nghiệp với công ty
•	Hưởng đầy đủ các chế độ theo luật lao động, bảo hiểm hiện hành và các chính sách đãi ngộ tốt với cá nhân và gia đình
",Tư vấn thiết kế,,,58c77919549e2c2fe7000009,Công ty Cổ Phần Giải Pháp Phần Mềm Hanel (HanelSoft),Hà Nội,"•	Phát triển các ứng dụng trên nền tảng Java
•	Thực hiện các công việc trong quy trình phát triển phần mềm như là Thiết kế hệ thống, Lập trình...
•	Cộng tác với các thành viên khác trong nhóm
•	Nghiên cứu và sử dụng công nghệ mới
•	Thực hiện các công việc do trưởng bộ phận phân công
",Mới tốt nghiệp,Lập trình viên Java,"•	Có ít nhất 2 năm kinh nghiệm làm việc với Java web applications, Lifray, Portal
•	Hiểu biết và có kinh nghiệm làm việc về EJB, MVC, Struts, Spring, Swing, JSP, Ant, Maven, Servelets, JBoss, Tomcat, Web Services/SOAP, Javascript, HTML.
•	Có kinh nghiệm làm việc với các hệ quản trị cơ sở dữ liệu Postgresql, Hibernate framework.
•	Ưu tiên các ứng viên có kinh nghiệm làm việc về Oracle, My SQL, hoặc SQL Server, có hiểu biết về Mouth Connect
•	Thành thạo lập trình hướng đối tượng Java.
•	Hiểu sâu về cơ sở dữ liệu, biết phân tích thiết kế cơ sở dữ liệu chuyển hóa sơ đồ ERD sang bảng dữ liệu.
•	Biết viết các Procedure, thành thạo các câu lệnh truy vấn.
•	Có kinh nghiệm làm việc với các hệ thống quản lý mã nguồn GIT hoặc SVN
•	Ưu tiên các ứng viên đã có kinh nghiệm làm việc trong các dự án gia công phần mềm cho nước ngoài.
•	Có khả năng làm việc bằng tiếng Anh (đọc và nghiên cứu tài liệu)
•	Năng động, kiên trì, cầu tiến, có trách nhiệm với công việc
•	Có khả năng chịu được áp lực, nhiệt tình sáng tạo trong công việc, có khả năng nghiên cứu công nghệ mới.
•	Tốt nghiệp các trường Đại học chuyên ngành CNTT, điện tử viễn thông hoặc liên quan.
",1.000.000VND,Toàn thời gian,tuyendung@hanelsoft.vn,Mrs.Nhung,436753942,"[""Hà Nội""]"
"- Được đào tạo miễn phí
- Được hỗ trợ 1 bữa cơm (ca 6 tiếng), 2 bữa cơm (ca 12 tiếng)
- Được giữ xe miễn phí
- Được cấp phát đồng phục miễn phí
- Được tặng 2 ngày lương mỗi tháng
- Được nghỉ phép tối đa 4 ngày/tháng
- Môi trường làm việc trẻ trung, năng động, vui vẻ, hòa đồng
- Cơ hội thăng tiến đối với các bạn có định hướng phát triển trong lĩnh vực F&B
",Thực phẩm/Đồ uống,,,5939017f549e2c109800001b,Ofood,,"Nhà hàng Bò lế rồ và Nhà hàng gà nướng Ò Ó O tuyển dụng nhân viên parttime, không yêu cầu kinnh nghiệm
Số lượng: 15 người.
Mức lượng: 12.000vnđ-14.000vnđ/giờ
Thời gian làm việc:
Ca A: 10h – 16h
Ca B: 16h – 22h
Nội dung công việc:
1. Phụ bếp:
• Đặt và nhận hàng hóa
• Kiểm tra hàng hóa
• Setup hàng hóa chuẩn bị cho việc chế biến phục vụ khách hàng
• Dọn vệ sinh và duy trì ổn định, sạch sẽ khu vực làm việc
• Kiểm tra chất lượng món ăn: thịt, rau, sốt và các hàng hóa đông lạnh
• Kiểm tra toàn bộ các CCDC sạch sẽ gọn gàng
• Báo cáo quản lý về các vấn đề phát sinh liên quan đến công việc của bếp

2. Phục vụ:
• Lấy order khách hàng. Giới thiệu món ăn, thức uống. Kiểm tra lại món ăn trước khi lên món. Dọn dẹp bàn ăn
• Giữ gìn vệ sinh: Đảm bảo khu vực làm việc vệ sinh sạch sẽ tuyệt đối
• Bảo quản các CCDC: có trách nhiệm trong việc sử dụng và gìn giữ các CCDC phục vụ cho quá trình làm việc
• Cuối giờ dọn dẹp khu vực ăn uống

Nơi làm việc: (Theo sắp xếp của công ty nhưng vẫn ưu tiên nguyện vọng của ứng viên)
CN1: 220/58 Lê Văn Sỹ, P14, Q3, Tp.HCM
CN2: 212 Nguyễn Hồng Đào, P14, Q.Tân Bình, Tp.HCM
CN3: 46 Tô Vĩnh Diện, P.Linh Chiểu, Q.Thủ Đức, Tp.HCM
CN4: 816 Trường Sa, p14, q3, Tp. HCM
CN5: 61/24 Cô Giang, P.Cầu Ông Lãnh, Q1, Tp.HCM
CN6: 567 Sư Vạn Hạnh, P13, Q10, Tp.HCM
CN7: 8 Lương Hữu Khánh, P.Phạm Ngũ Lão, Q1, Tp.HCM
CN8: 218 Hậu Giang, P9, Q6, Tp.HCM
CN9: 226/36 Lê Văn Sỹ, P1, Q.Tân Bình, Tp.HCM
CN10: 5 Trần Khánh Dư, P.Tân Định, Q1, Tp.HCM
CN11: 110 Đinh Tiên Hoàng, P1, Q. Bình Thạnh, Tp. HCM
Cách đăng ký:
Cách 1: Điền vào form: http://tinyurl.com/ungtuyenofood
Cách 2: Gửi tin nhắn về sđt 0906 887 004 với nội dung:
Họ và tên -  Vị trí – Ca làm việc – Nơi làm việc – Kênh tìm việc (Bạn đọc được tin tuyển dụng từ kênh tuyển dụng  nào)

*Công ty có nhu cầu tuyển liên tục, các ứng viên ứng tuyển theo thông tin liên hệ trên.",Nhân viên,"NHÂN VIÊN NHÀ HÀNG (PHỤ BẾP, PHỤC VỤ)","1. Phụ bếp:
Yêu cầu: Cẩn thận, gọn gàng, sạch sẽ
2. Phục vụ:
Yêu cầu: Giọng nói dễ nghe, giao tiếp tốt, thân thiện, vui vẻ. Nhiệt tình, chăm chỉ và có trách nhiệm trong công việc",Thỏa thuận,Bán thời gian,ngochuyen220295@gmail.com,Ms. Lợi,906887004,"[""Hồ Chí Minh""]"
,Khác,,,59392ebf549e2c1b5900001a,Công ty truyền thông Bright Way,,"Công việc mang tính đơn giản nhưng cũng cần bạn nào có kỹ thuật shop (đặc biệt xóa rác như người, vật thể... khỏi ảnh).
Làm việc nhiệt tình và trách nhiệm.
Số lượng ảnh cần xóa rác: 300
",Mới tốt nghiệp,Kỹ thuật viên photoshop,,2000000,Dự án,lethangquangninh@gmail.com,Lê Quyết Thắng,946389799,"[""Hồ Chí Minh""]"
"-Thu nhập hấp dẫn: Lương cứng cao + % hoa hồng cao + thưởng;
-Lương tháng 13, thưởng lễ tết...
-Được hưởng các chế độ BHXH, BHYT, BHTN;
-Chế độ đãi ngộ tốt, cơ hội thăng tiến cao;
-Được đào tạo, nâng cao kỹ năng chuyên môn.",Kinh doanh,,,592ce672549e2c5d14000007,Công Ty Cổ Phần Đầu Tư Và Phát Triển Bảo Lâm,Hà Nội,"-Tìm kiếm, phát triển khách hàng mới đồng thời phối hợp với các bộ phận khác thực hiện các kế hoạch, nhiệm vụ của công ty;
-Mô tả - Khai thác và phát triển thị trường;
-Duy trì mối quan hệ với các khách hàng cũ;
-Chăm sóc khách hàng đang hợp tác với công ty và tiếp nhận đơn đặt hàng và khiếu nại của khách hàng.
-Phát triển đại lý, chi nhánh mới cho công ty trong phạm vi toàn quốc;
-Báo cáo công việc, tình hình kinh doanh mình phụ trách;
-Chi tiết công việc sẽ trao đổi trực tiếp khi phỏng vấn",Mới tốt nghiệp,Tuyển nhân viên kinh doanh,"-Có kinh nghiệm làm Marketting, phát triển thị trường
-Chúng tôi coi trọng năng lực thực sự của ứng viên hơn bằng cấp;
-Kỹ năng đàm phán tốt;
-Ưu tiên ứng viên có kinh nghiệm kinh doanh <a href=""http://www.muabanxehanoi.com/"">xe chuyên dùng</a>, <a href=""http://www.dinhviototai.net/"">thiết bị định vị</a> toàn cầu GPS hoặc các sản phẩm phụ tùng ô tô, xe máy hoặc sản phẩm công nghệ;
-Nhanh nhẹn, năng động trong công việc, có hoài bão.
-Nhạy bén trong kinh doanh, có khả năng làm việc độc lập hoặc theo nhóm;
-Tinh thần trách nhiệm cao, chủ động trong công việc;
-Có thể đi công tác xa.",Thỏa thuận,Toàn thời gian,info@dinhviototai.net,Mr Trưởng,1674638603,"[""Hà Nội""]"
"•	Môi trường làm việc chuyên nghiệp, giàu văn hóa và tận tâm.
•	Thu nhập cao, xứng đáng với năng lực, lộ trình thăng tiến cụ thể.
•	Được phát triển về nhân cách và đào tạo về năng lực chuyên môn. Đây là một thế mạnh đặc biệt của Saxa.
•	Được khuyến khích đi chơi nhiều. Chính sách nghỉ phép của Saxa là 24 ngày/năm.
",Dịch vụ khách hàng,,,59367ca4549e2c4794000005,Saxa,,"•	Tìm kiếm, tiếp xúc, thương thuyết và chốt hợp đồng với các khách hàng doanh nghiệp.
•	Chăm sóc và phát triển quan hệ chuyên sâu với các khách hàng VIP của công ty.
•	Kết hợp với các đồng đội để phân tích thị trường và lên chiến lược phù hợp với từng mảng khách hàng khác nhau.
•	Cùng với các đồng đội của mình triển khai tới cùng để đạt target doanh thu đã thống nhất.

",Nhân viên,Tuyên chuyên viên Sales (B2B),"•	Am hiểu về trị trường kinh doanh B2B trong nước.
•	Biết cách thiết lập các cuộc hẹn khó mà không cần quyền trợ giúp.
•	Nhẫn nại không ai bằng.
•	Thuyết trình giỏi. Kể chuyện hay.
•	Thích tương tác và chinh phục con người.
•	Tinh tế và giỏi take care người khác.
",15 triệu,Toàn thời gian,tuyendung@saxagifts.com,Ms.Nga,906605405,"[""Hồ Chí Minh""]"
